customer_id,product_id,quantity,price
50618,3511,10,282.3
71689,4513,8,156.62
87681,8918,7,192.18
50909,2404,6,306.84
19798,6498,2,412.03
38470,251,10,79.82
89860,257,9,237.38
85760,9831,2,241.34
16448,2119,2,430.76
76535,739,9,146.63
10663,2029,7,11.43
38624,1295,6,260.53
61878,7442,9,145.67
77067,4837,8,29.61
94818,6574,3,89.03
63296,2023,3,279.12
74467,3489,5,342.05
59811,1927,5,186.87
33088,3456,1,386.54
65264,6603,3,277.06
68880,7993,5,41.7
11295,8811,3,56.47
94543,730,9,202.84
66334,3051,3,51.65
11026,3283,1,155.78
17402,5985,8,435.54
82898,9845,7,128.64
25224,5591,7,459.51
87394,3690,2,452.62
4697,839,6,174.66
46786,1743,9,259.29
74216,2323,2,214.42
12070,4056,6,90.81
8788,7120,10,18.96
98697,1614,6,416.43
27342,7820,9,11.53
7751,936,10,489.38
68236,9479,2,361.54
19780,496,8,355.89
29405,6597,10,343.06
15406,4110,10,11.58
12411,7276,10,492.29
32315,1826,2,151.56
7646,1428,4,244.8
26999,4812,8,440.83
49290,2034,10,124.47
84672,9152,8,445.88
36190,5756,7,450.74
3373,3099,3,201.04
52366,6696,3,251.43
2737,5319,6,472.94
32172,8402,10,165.62
33044,7846,7,66.12
47402,8666,2,166.61
53243,6175,1,374.46
85001,4616,3,483.7
84560,3491,2,406.58
71042,7130,5,479.92
67283,8811,6,140.74
38791,3770,3,203.48
33739,1127,5,103.14
14892,2649,8,385.48
75666,5427,6,112.43
29855,1227,4,386.36
67093,4365,2,388.76
38843,1302,5,482.55
35403,2191,1,132.01
83115,9789,7,102.03
52690,5026,10,249.24
23697,9059,6,97.82
29606,3740,7,338.97
3281,8934,3,423.42
24237,7860,10,58.9
60099,1163,7,41.92
86129,7308,6,352.05
11028,7598,2,439.01
96124,8842,5,106.42
3377,8130,5,449.11
44295,1143,6,76.72
21677,7795,8,490.53
4555,7278,2,230.24
33586,8524,7,84.01
16916,1908,10,265.69
57358,3665,5,493.91
98411,6758,5,304.28
34254,8432,4,17.35
47577,2170,10,477.17
27447,5929,8,76.34
77091,1171,10,150.03
91468,2566,2,66.42
35272,8366,2,280.31
71998,1552,6,211.89
3842,5633,3,494.23
20573,2529,8,83.79
91238,1143,5,268.53
23071,3445,1,493.2
75037,9490,9,156.46
51343,2245,10,98.21
7387,2799,7,281.01
45901,3425,4,13.37
94806,4681,7,54.04
99202,1503,3,475.94
35855,4199,3,51.25
61050,3551,8,270.67
36346,575,10,192.32
1421,917,8,430.09
8104,5741,1,78.28
2704,9693,5,269.38
72921,8889,5,194.28
9873,4478,10,143.41
74733,8823,1,356.58
97105,7859,1,450.84
23653,759,3,411.17
13571,3654,10,369.7
71572,3032,2,155.14
1196,4120,7,122.19
91503,9752,4,37.29
50251,4941,6,410.18
85313,9035,2,144.1
82411,3612,9,348.94
74636,7898,4,162.08
18056,3848,3,16.85
55123,7021,10,266.89
95067,354,9,378.77
63887,8654,2,327.47
54005,5879,4,238.63
71136,3143,1,299.91
7228,2290,9,219.05
53166,2272,4,310.87
32822,2052,4,485.69
25552,283,4,170.06
27034,788,6,293.77
34329,9648,6,427.79
31680,6980,10,76.28
34986,835,5,435.99
36190,3486,3,230.23
65680,7309,6,248.03
15317,8158,6,87.19
76413,2911,5,116.51
92439,2776,1,446.5
15802,3711,1,361.58
16945,8510,9,395.86
842,6983,7,61.81
62307,5734,1,109.8
88817,6374,10,35.33
94192,172,5,112.24
11368,6438,5,26.86
64536,8808,1,137.51
57202,6806,9,60.02
50353,9753,10,130.68
82550,7581,1,253.84
53721,2801,4,358.65
35496,302,9,79.49
15363,8489,5,449.82
66255,8074,2,329.25
53693,1324,1,322.79
46800,3585,7,204.03
18761,6901,4,416.88
26126,9804,5,345.33
53462,5579,1,444.75
841,5536,9,209.73
14433,6315,1,268.95
24697,6704,9,370.84
49515,8140,3,400.1
87190,9464,2,243.41
55324,1950,2,284.45
10520,3349,5,466.17
23424,5464,2,394.53
73940,1980,1,86.67
63138,5291,3,134.96
34969,6893,10,58.88
40706,69,9,348.81
44122,2572,5,498.64
46877,8053,1,19.48
31723,6644,9,149.17
77214,9132,1,455.84
39315,6575,8,354.37
4992,9845,10,206.25
7397,4915,9,322.02
67149,6189,2,36.29
39164,3063,4,301.42
40964,1597,7,29.07
25785,4481,9,48.07
86353,7284,6,49.83
76916,922,9,272.97
53764,983,2,73.1
75968,5207,4,346.24
52628,4853,3,143.34
93606,2318,6,213.66
49218,2838,5,406.51
28547,341,10,403.68
28872,784,6,194.36
43924,3846,9,114.14
28832,2637,2,202.17
64351,8499,5,222.91
29734,2754,8,273.8
55637,4946,7,139.01
23926,2504,9,271.46
79838,1767,3,461.58
57966,9739,1,497.74
80267,6774,2,114.64
72174,6240,5,391.03
15152,2596,2,241.4
11789,4231,2,452.22
87534,9589,7,330.82
16922,2810,6,73.3
66020,5555,10,206.47
5906,7191,7,463.16
91858,9504,6,454.37
48611,7861,3,246.92
99752,4779,5,183.21
93639,3978,9,148.82
58725,1341,3,143.3
83999,373,4,14.08
25335,8385,8,112.4
1723,3520,4,497.25
89308,1386,5,459.1
62879,9860,5,427.82
16037,4252,8,254.19
398,8932,1,372.32
68008,4995,4,145.65
3710,4654,6,250.73
11599,234,2,188.31
12344,1358,7,441.59
92341,7543,5,290.3
35584,3820,2,72.93
7304,7069,4,292.66
5342,8055,2,342.97
60923,3174,7,381.85
26915,1055,10,489.95
81198,4314,7,362.31
3707,8369,1,156.76
3592,7104,3,31.07
31812,9702,3,276.25
64903,2705,7,52.46
78675,1707,9,449.61
15015,2304,6,164.8
4888,9136,5,386.83
69612,183,7,203.05
70045,4222,9,489.02
75400,268,6,345.64
95736,1782,7,19.49
76491,8794,2,138.35
34471,3226,8,429.16
35884,2814,4,212.27
56471,2498,8,220.99
19185,9968,1,453.53
87029,7649,2,135.32
15877,4729,8,10.07
84410,3178,10,166.39
18185,671,6,151.5
26601,8875,10,407.99
3707,6265,6,330.17
26888,3439,6,275.74
5279,179,9,397.24
57399,3713,6,123.89
61278,8786,6,383.53
786,8141,5,37.7
26635,3693,8,445.47
93669,4573,7,286.76
32186,4904,6,71.31
56514,5045,10,54.04
59678,3396,10,140.88
28358,8832,5,216.95
88180,7945,6,217.28
84507,5388,5,439.08
64230,577,1,442.48
19358,2462,2,27.23
92875,6841,6,477.21
19591,8392,9,140.99
81440,2117,10,411.27
74840,5676,10,209.39
6595,2073,4,81.4
67415,2281,4,125.48
43320,9776,9,364.79
75910,988,1,140.25
92778,6151,5,444.57
55860,8337,1,86.91
43639,8947,9,116.7
16864,7437,6,394.38
20156,2947,7,308.89
70048,891,1,181.13
62458,7077,1,179.98
5918,9423,9,171.86
91435,1017,6,432.4
87526,3053,8,245.73
7152,8113,2,97.23
15869,7158,4,116.26
23785,3671,4,395.22
89002,9961,1,483.18
57282,519,7,52.77
92399,4347,4,321.3
56095,9583,5,194.06
47787,3503,6,346.89
42045,6987,8,333.81
95706,2550,6,10.14
44338,5839,4,386.2
92092,4124,3,245.87
8693,7712,3,438.85
89888,3138,8,86.07
39529,1533,1,255.36
58220,1412,10,283.95
94380,6485,3,372.49
79687,2381,1,204.71
93149,2394,5,275.17
37119,5024,9,482.02
984,9690,3,135.55
16697,3704,3,46.36
69938,2731,5,440.12
406,1674,2,415.97
1534,5033,7,317.83
63770,5689,7,369.91
69286,6348,4,279.27
35743,6947,4,158.61
66158,7981,9,205.98
89643,2767,4,479.3
85359,5055,7,289.52
96067,7746,1,21.33
10209,4141,7,96.05
85788,8586,4,24.22
14380,9380,8,174.41
99043,8967,3,138.94
34342,6909,5,380.38
29408,3323,1,90.24
30550,3846,2,240.22
42106,4049,7,253.31
74738,9026,5,384.22
22344,7342,4,23.9
84959,6157,8,265.09
63256,9786,2,329.53
38691,586,5,308.61
32035,6592,5,105.16
65922,3996,6,178.53
1173,5450,4,461.46
54918,1575,6,111.64
63629,2539,1,256.8
90594,4815,2,453.0
71891,276,2,100.42
15717,2575,2,205.02
73368,3337,1,151.02
92795,427,5,82.12
37574,2149,1,353.38
31105,302,3,126.93
24020,9725,2,62.41
88159,158,8,73.43
52496,9343,5,334.46
86373,4638,10,186.15
99206,7583,10,270.03
81042,7806,6,155.69
49281,8918,2,33.43
70530,1784,5,25.97
33961,9710,5,274.58
78103,3854,4,397.95
21482,9965,5,358.93
39397,4050,8,23.83
85095,9702,9,303.55
44618,4349,2,275.62
93673,7331,3,309.09
14899,5947,1,21.79
45600,7237,7,92.36
16103,3360,4,29.36
60198,142,8,88.46
86451,9137,3,110.88
19344,5907,2,137.3
26188,3983,7,91.08
43780,5141,7,40.52
88483,2084,8,124.88
75995,808,8,283.09
8147,3201,2,342.81
20488,7814,1,30.43
83747,399,10,172.28
48881,8838,7,335.71
6535,2530,6,363.48
98428,3785,7,235.25
58135,4611,8,101.07
18215,2968,4,125.74
36213,6341,1,212.05
71228,2578,3,388.91
43155,3684,6,434.27
65486,3540,3,282.56
13716,807,9,346.09
60163,6372,3,30.12
65243,2031,9,47.89
39736,5050,4,197.78
14333,1621,10,382.02
48917,4665,8,271.24
97628,3629,6,14.42
76246,6412,3,17.27
25787,4679,3,405.84
11021,262,6,165.38
10663,57,10,447.74
54327,7548,6,418.45
69579,7008,2,140.78
51122,1601,6,332.88
60684,9194,3,71.65
82328,1230,7,197.41
55698,7401,9,225.36
61886,8389,2,188.74
79382,9270,4,28.47
58215,6928,6,399.52
20072,2938,3,389.45
54006,2129,5,314.24
70820,6902,3,412.83
59917,7809,8,499.02
73499,6848,10,207.33
6893,5475,2,124.49
99755,7995,6,275.92
26508,8630,8,390.47
50853,8561,4,282.21
42370,8179,1,231.25
30336,5641,2,115.08
70498,2172,1,110.78
81194,9891,6,367.98
2403,4274,8,445.82
21954,1203,7,408.21
46826,9860,8,461.72
66279,7724,3,56.72
81726,1590,2,307.08
48131,177,8,248.04
59025,4541,2,138.1
3317,7583,9,389.08
62383,8561,9,130.33
96574,5038,5,220.83
92690,8177,10,76.0
88204,1516,8,283.45
24649,5315,9,294.28
52219,8917,1,96.06
45327,3647,3,475.41
89016,7092,1,400.78
32702,780,10,107.39
68734,6283,9,338.98
89926,5487,8,373.36
14656,3960,9,327.33
55999,187,10,312.74
38594,8262,9,294.87
90389,9223,6,430.5
45433,5492,3,452.97
92768,1800,8,376.87
7483,8132,10,440.86
79897,9625,3,477.79
72484,7719,10,271.06
87513,4374,5,73.14
42221,5937,6,211.43
86146,7446,6,72.28
56038,7381,3,251.78
97759,5448,7,190.62
90356,6734,4,235.92
88398,7384,9,149.25
79132,9765,6,10.6
11774,9730,2,138.83
37786,6577,2,196.86
65221,2560,2,99.19
84042,1696,6,138.05
64140,3831,3,129.29
56732,5581,6,41.1
77401,3978,9,12.27
66202,9468,5,19.42
66581,1892,8,158.06
29082,7454,6,488.69
14016,2518,5,218.93
83900,1084,5,219.41
68182,5745,6,395.34
64905,9426,1,422.36
43751,3453,9,380.14
79695,805,3,301.74
11264,5272,3,363.73
18256,4589,7,255.47
65887,7704,1,48.22
23378,426,5,76.98
50771,3960,1,48.39
39094,67,8,274.6
72830,378,1,373.11
3105,9583,2,473.89
65940,7114,2,170.87
25936,5983,10,439.46
85420,8351,4,108.01
75113,5595,10,161.81
31090,1664,9,197.57
24042,7317,10,217.92
48976,1047,4,393.84
67755,3366,10,43.48
82510,9821,6,86.26
76058,151,3,71.32
37820,9553,6,66.32
44779,3497,3,275.22
60920,3750,6,91.5
24435,9963,1,201.42
45630,2637,4,149.69
75211,5058,9,369.61
53192,4019,10,257.12
83983,2794,7,211.58
56339,1849,7,285.24
33288,7036,9,413.05
73914,6341,9,252.17
9655,3381,2,139.51
39719,8288,5,22.51
21088,9614,10,354.29
63415,2809,9,477.29
40162,2838,1,361.57
89113,2815,9,283.09
20437,641,7,83.47
79793,9235,8,329.52
34295,2662,5,376.34
22000,4678,3,36.59
36043,7066,6,31.11
84766,6236,3,43.63
95239,4678,4,65.81
68738,7742,2,402.56
56949,7763,6,201.77
79446,8884,5,294.65
96320,1156,5,184.65
17753,6171,3,492.9
76667,4026,8,168.19
48794,5249,7,88.66
64051,6246,8,366.28
28587,9801,2,146.03
51898,390,5,326.94
9561,8281,8,449.9
19803,7933,10,142.43
6355,1190,3,320.45
48867,4997,1,475.22
75977,7119,3,453.97
35330,7219,3,316.73
29611,3681,10,223.87
32305,1738,3,404.69
46139,2306,4,369.28
86669,6932,3,360.46
5049,3190,10,191.66
3468,3921,5,236.46
33395,8157,10,300.15
78608,2439,10,309.9
6974,5668,1,135.31
66593,543,7,99.24
65816,9738,9,336.62
61822,8695,1,469.39
80984,214,2,468.8
16060,5569,8,98.57
20100,6245,4,216.11
77777,9143,7,353.68
3059,6610,5,465.47
2675,8530,7,169.08
53467,7470,3,312.63
48361,3400,8,251.82
422,1037,7,297.08
67261,2053,7,219.55
32271,6688,7,411.85
73734,3500,2,235.03
90518,2502,4,80.03
5387,2864,2,87.69
72276,8754,1,162.1
52258,7193,2,90.1
86921,8345,7,256.18
31488,8073,9,383.39
34724,1727,2,464.76
38608,4669,1,405.29
31927,5063,6,376.9
21026,8663,3,227.33
33931,6624,1,112.12
66777,1208,1,456.89
17361,6203,8,81.81
34086,5625,8,422.66
80646,3791,7,497.66
98734,5371,1,433.68
31192,157,5,487.6
25994,3782,7,269.21
72192,9751,6,238.51
90277,2613,7,494.75
71310,5243,10,328.87
47032,600,4,495.56
96198,9780,3,160.05
25481,1340,1,64.17
87009,3585,8,178.59
25491,8904,5,288.02
19783,6245,1,319.78
83010,3831,9,135.5
22846,9171,5,176.35
18736,1745,6,161.33
14804,115,8,161.78
10736,5886,1,346.56
72796,7099,2,478.01
96571,211,10,329.4
39817,2139,3,386.19
47186,688,6,112.08
37734,8831,9,297.93
82347,4746,2,66.96
694,6855,3,142.31
85975,3426,9,33.18
9382,315,6,341.03
41678,393,3,145.38
35106,4017,8,202.1
22295,4507,4,499.54
48963,8712,6,297.9
2353,3622,5,453.12
97255,2414,5,111.52
12077,6030,2,286.88
43073,5296,1,423.15
31435,4488,1,144.62
69648,7836,3,77.03
9855,2230,1,110.7
77089,8859,7,310.39
16020,7460,10,439.15
83453,5982,3,495.24
91317,5884,8,217.83
27416,4739,6,34.47
43750,6508,1,210.62
81389,9182,10,32.99
13589,6947,8,260.52
71652,4305,4,225.25
95539,6175,6,403.82
91654,5153,1,130.8
71674,4076,5,212.79
20982,2398,4,228.41
59524,4102,7,337.71
73340,7697,6,444.87
9271,7039,1,71.84
29071,4425,2,186.77
62822,5650,7,356.14
97105,2499,1,371.43
37221,7929,4,97.48
29852,2517,10,109.93
19336,4348,7,406.07
7,1208,9,164.8
6737,7198,3,191.33
89948,5429,5,20.91
26067,248,2,463.72
33997,8514,4,375.34
73464,6842,3,485.0
5084,9579,6,376.2
10461,1924,7,274.32
26992,9715,10,246.69
40435,1950,3,236.14
9067,7008,5,391.98
13128,9394,8,85.0
30018,4440,10,255.4
49795,9607,5,337.69
56552,2197,9,87.94
43140,61,1,150.22
83299,7486,8,30.91
50513,8187,6,195.95
47835,4111,7,351.24
73515,976,10,103.39
55989,2357,2,141.29
65954,6551,1,384.92
40584,3951,8,349.28
98773,8643,3,408.7
66035,2844,3,443.52
94611,5060,8,74.28
36855,882,8,310.61
78413,6006,5,172.66
82336,9084,1,242.53
8693,4921,6,248.6
93846,9877,8,246.54
1553,4766,10,466.63
93799,2750,1,304.63
41541,8392,3,132.89
75894,749,4,482.63
88571,5475,4,282.82
73478,8742,5,84.5
65662,7221,7,196.2
18924,3318,9,234.51
14659,3166,6,313.26
3735,8065,3,218.76
17213,7371,7,455.36
88058,6057,7,185.87
50594,8712,6,425.5
99756,7121,8,388.21
19304,8432,8,131.42
48150,7337,3,35.58
36452,2969,6,325.66
57369,6107,7,104.85
71868,9606,2,287.27
17524,1789,4,187.36
44211,5208,3,363.55
36755,3608,2,381.61
64948,2582,5,345.71
73903,9633,3,71.66
11805,4592,4,268.35
57802,4605,7,243.55
52891,7315,10,301.73
32358,9623,4,336.26
82008,6931,7,189.09
4228,9809,7,399.68
94887,9686,2,285.56
35784,4979,7,34.5
78581,126,9,130.74
60471,9345,1,294.58
95143,115,4,83.26
90647,1416,4,311.53
61019,7505,10,29.6
58506,3921,1,71.94
63543,73,3,455.05
7178,2152,10,58.27
90095,2367,3,79.21
9154,3498,4,91.57
78374,3133,5,446.35
33709,7210,5,123.11
7642,1080,10,177.25
60740,2269,10,29.87
77738,1412,7,469.27
62668,3731,9,354.38
33797,4773,10,109.59
72163,6948,5,228.57
18809,7651,9,286.8
83163,2017,5,50.66
73754,8178,5,218.86
8073,9824,6,319.83
24480,6057,9,106.24
58762,168,9,37.54
62392,6061,6,23.54
37517,9709,1,167.29
72617,8388,9,362.06
1598,9232,1,95.65
79455,615,8,472.81
23745,4079,3,105.57
12512,7756,2,219.45
8494,1545,7,132.92
3926,3636,3,428.7
86171,5584,2,227.33
50766,1058,3,136.58
86773,1421,1,121.56
20386,2869,9,427.91
837,5585,4,229.27
63812,174,8,288.61
3332,4904,1,278.96
39699,4041,1,158.7
39461,7157,2,429.12
12913,5111,8,127.68
97745,4810,7,206.87
52121,1929,9,321.0
73433,4141,6,345.19
83208,3573,6,347.83
59816,9668,4,258.06
53633,2459,1,404.7
49828,9341,10,46.37
24426,8546,6,320.71
43142,1236,3,153.41
9676,6150,5,88.38
50705,835,5,482.45
21249,1966,5,279.02
21850,3250,7,471.22
57285,9118,9,119.25
77498,2150,6,224.63
96094,9830,1,238.25
77777,5175,2,119.24
74664,8888,8,257.49
77784,7533,2,127.86
96260,8397,4,389.0
49651,4079,10,408.34
35436,6593,1,485.03
4246,2521,1,138.91
29696,9038,3,118.12
99507,2332,3,32.31
7721,9926,6,362.93
44581,3678,9,201.56
58938,9761,2,253.76
58674,2221,8,479.81
45604,3433,5,15.76
8555,6954,6,149.12
47242,638,10,200.82
35640,6756,10,28.78
37208,2142,1,466.2
50714,2826,4,298.73
26315,9242,5,234.31
47828,7707,1,190.96
80300,3902,1,360.73
76433,1595,4,121.1
67535,9826,1,433.37
8301,2914,2,370.35
64692,5488,9,382.94
55352,5172,6,357.06
48218,9783,1,383.25
60456,932,5,313.76
73799,5727,7,237.18
87952,1600,1,170.78
99796,9628,2,477.07
18964,1884,4,79.15
67293,5282,8,143.94
94003,6097,5,27.07
53805,3957,10,271.01
55935,8089,1,491.67
20935,8682,8,100.07
32919,7188,3,179.12
60386,2483,3,172.9
25559,6129,10,187.32
4556,3352,9,426.77
7007,5478,9,101.74
51263,8696,10,370.27
10748,3282,5,81.04
93929,5291,10,343.8
86158,5192,9,402.51
97223,7883,3,370.44
84262,6712,7,436.38
6088,5172,7,268.7
49586,2499,10,185.12
15151,9523,2,315.91
87135,1106,1,380.02
70538,5713,7,112.08
34152,4846,10,95.54
1640,5087,10,137.06
46728,6379,7,210.57
34934,5488,10,459.02
70097,2311,5,26.23
32075,8159,6,60.48
38898,3127,9,59.92
83430,9886,4,356.8
94599,7550,6,194.75
90826,1012,7,428.2
82399,8010,10,179.82
14310,5672,3,222.44
58691,2187,6,238.88
20157,9704,9,338.07
49015,3602,2,135.58
78668,147,7,278.82
25211,1343,2,121.07
5816,4270,1,436.13
96773,5789,4,433.5
20450,75,3,488.97
1692,467,10,44.19
56382,5505,2,320.29
66803,1406,6,460.88
60247,914,6,475.67
7225,7782,10,141.84
87745,5293,10,67.14
89336,7977,2,238.16
16943,1100,9,205.07
64515,1246,6,139.81
42674,8438,4,349.59
10874,2633,4,213.7
45793,5342,9,422.4
4327,2031,5,96.89
59826,9427,3,243.92
45548,432,5,371.88
51352,6308,3,278.89
76006,6339,5,181.18
36222,9043,4,381.75
77014,2798,5,423.67
2891,6497,6,41.62
59393,2428,5,208.52
90716,3465,1,75.72
67195,6239,9,97.88
82027,8883,2,232.78
18604,689,6,31.36
25464,5206,7,45.81
65706,3533,9,40.76
69334,9883,8,359.66
43195,3696,6,79.04
62833,3940,8,133.04
35594,6913,1,163.29
37328,1035,4,377.78
74340,3137,10,240.82
18963,4698,3,130.33
38641,6723,1,445.06
87956,7352,8,230.6
44802,2202,3,44.8
10292,788,8,27.12
73200,8516,1,301.29
17999,6726,10,348.25
23389,5661,10,53.48
12674,4229,5,482.99
17063,1354,2,427.24
36906,4688,1,303.47
36410,1307,8,53.15
7464,5948,3,222.83
3630,7007,5,75.63
67531,2174,10,104.92
60600,2350,4,19.3
61826,9082,6,69.94
60370,7624,6,343.08
65054,6870,7,473.25
29421,8029,2,450.67
21105,2580,7,154.58
49746,5378,1,403.63
2991,9712,5,78.13
33125,554,8,411.21
58989,6320,1,128.73
91827,4282,10,245.46
20498,2866,1,313.2
37993,1807,4,208.47
11571,8336,7,41.13
52195,8062,10,475.16
55813,147,7,121.4
92579,5494,5,315.96
4844,2238,2,69.63
47294,2936,4,421.92
25616,5748,10,368.32
72746,8087,3,386.97
94523,7020,7,117.4
61257,5257,9,183.24
80189,3494,4,269.31
22535,1515,7,409.93
43055,8536,4,495.82
12478,4034,5,239.86
67116,9911,9,377.05
71670,2214,3,31.89
79333,3338,7,399.41
16721,8811,5,32.23
66189,8859,6,351.34
59419,8731,10,28.1
70246,8604,9,321.99
96062,4750,7,219.8
25950,4853,4,36.35
45447,34,8,115.79
41959,2870,5,407.0
29283,3967,1,307.47
64093,6786,6,466.97
86553,6534,8,224.49
12452,7621,4,235.37
50541,1011,1,435.59
79231,2596,6,275.83
40184,9624,5,254.73
23016,9,3,42.68
95651,2258,8,41.57
73525,828,1,438.61
51307,3708,8,492.24
98527,3645,10,253.34
75077,1362,4,359.83
81827,4499,8,322.18
28207,4229,6,368.84
61551,9123,2,295.24
39803,2116,4,426.66
63728,16,3,202.66
46293,1028,8,135.9
64592,8479,5,23.81
641,923,5,488.07
91178,1540,8,206.03
58496,8143,9,157.71
64935,1455,2,357.73
57382,3571,10,320.89
77646,2799,8,105.97
84599,7407,10,215.97
28425,5306,9,435.43
20463,8834,10,435.61
61251,9276,3,137.34
97033,3047,8,391.68
32407,936,8,352.56
30653,3412,4,333.12
18933,4871,8,427.97
36367,4763,6,253.36
87952,8197,2,301.69
61378,7072,5,249.75
74475,7359,2,124.75
15954,8954,9,497.23
47547,7758,10,274.24
37784,8119,8,294.56
62837,8998,9,497.6
42481,9905,7,148.12
73391,6398,3,208.95
40410,5700,9,281.82
80021,2297,2,45.94
75612,2138,5,294.89
37607,7718,3,27.98
67965,8319,5,75.47
71108,9799,2,180.63
59689,8235,6,91.05
5883,6797,2,112.43
77947,9044,10,60.74
59782,8526,2,347.36
97228,171,8,327.78
28752,5882,9,373.38
53033,3204,2,402.03
10949,9432,5,444.63
67886,9366,4,305.66
74255,5884,5,348.78
77493,9043,3,450.7
10186,8702,8,167.71
75057,9202,10,342.13
51081,40,6,492.77
61947,8654,6,255.52
75442,2607,4,50.32
65078,5208,8,355.62
19354,287,7,169.16
81338,3308,6,242.7
61461,3524,4,61.44
11236,3083,2,18.28
23044,1561,2,13.01
56753,2834,7,250.45
681,4500,8,368.08
28970,1556,3,212.61
78325,9255,4,394.22
96118,8743,5,158.64
28785,7990,9,164.85
85218,2043,1,488.34
48173,8654,5,207.29
43832,579,8,385.47
76339,3298,6,51.23
73145,8582,1,370.93
95754,3310,2,364.5
94499,2757,6,292.56
87192,6595,7,55.59
7902,9007,7,59.88
14870,9310,4,482.61
90246,9656,7,210.24
26521,2958,8,114.87
90229,2916,7,185.9
96142,3785,7,284.66
91039,606,8,231.27
26068,7395,8,471.12
54923,9842,4,229.96
80544,6185,10,110.83
5006,1996,5,36.27
